Geração,Tipo,ID,Nome,Grupo,Aniversário,Vocal,Dance,Rap,Center,Visual,Especialidade,Conceitos predominantes,Gêneros predominantes,Pontos Fortes,Pontos Fracos
5,idol,queenzeyewonchae,Wonchae,Queenz Eye,22-12-2002,B,B,D,B,C,,Leader / Main Dancer / Vocal,,"""Dança de nível elevado, presença frontal, visual forte""","""Rap e voz principal ainda em refinamento"""
5,idol,resceneliv,Liv,Rescene,11-10-2006,A,C,D,B,B,,Rap / Performance Hybrid,,"""Flow de rap promissor, presença única""","""Vocais principais menos evidentes"""
5,idol,rescenemay,May,Rescene,19-08-2008,B,C,D,C,B,,Visual / Supporting Line,,"""Visual forte, estilo distinto""","""Técnica vocal/rap/dança ainda em fases iniciais"""
5,idol,resceneminami,Minami,Rescene,29-11-2006,A,B,D,B,B,,Lead Vocal / Emotional Pop,,"""Vocal refinado para o período de estreia""","""Rap e dança com menos destaque inicial"""
5,idol,rescenewoni,Woni,Rescene,25-05-2004,C,B,D,B,A,,Leader / Pop-Performance,,"""Boa dança, presença de palco forte""","""Técnica vocal principal ainda em crescimento"""
5,idol,rescenezena,Zena,Rescene,27-11-2008,B,B,D,B,A,,Dance‐Focus / Youth Pop,,"""Dança acima da média para rookie""","""Técnica vocal/rap menos refinada"""
4,idol,rocketpunchdahyun,Dahyun,Rocket Punch,29-04-2005,B,B,C,B,B,,Color Pop / Youthful Energy,,"""Equilibrada entre vocal e rap, potencial notável""","""Ainda em desenvolvimento técnico, estabilidade variável"""
4,idol,rocketpunchjuri,Juri,Rocket Punch,03-10-1997,B,B,D,B,C,,Color Pop / Youthful Energy,,"""Estável e experiente, forte presença vocal e expressiva""","""Coreografia menos fluida comparada às mais jovens"""
4,idol,rocketpunchsohee,Sohee,Rocket Punch,14-08-2003,C,B,C,C,C,,Color Pop / Youthful Energy,,"""Forte em estilos modernos e expressivos, boa conexão com a câmera""","""Falta consistência respiratória"""
4,idol,rocketpunchsuyun,Suyun,Rocket Punch,17-03-2001,A,B,D,C,C,,Color Pop / Youthful Energy,,"""Melhor vocalista do grupo, excelente alcance e emoção""","""Falta presença cênica em partes não vocais"""
4,idol,rocketpunchyeonhee,Yeonhee,Rocket Punch,06-12-2000,B,B,D,A,B,,Color Pop / Youthful Energy,,"""Líder sólida e equilibrada, presença forte e expressiva""","""Falta impacto em notas altas"""
4,idol,rocketpunchyunkyoung,Yunkyoung,Rocket Punch,01-11-2001,B,B,D,C,C,,Color Pop / Youthful Energy,,"""Principal dançarina, movimentos precisos e carisma de palco""","""Vocais limitados, pouca variedade expressiva"""
5,idol,saymynamedohee,Dohee,SAY MY NAME,09-12-2006,A,B,D,S,A,,Visual / Supporting Vocal,,"""Visual forte, presença de grupo""","""Técnica vocal/rap/dança ainda emergente"""
5,idol,saymynamehitomi,Hitomi,SAY MY NAME,06-10-2001,B,B,D,B,B,,Leader / International Pop,,"""Visual forte e presença global, boas funções vocais""","""Técnica de rap e dança de destaque ainda em construção"""
5,idol,saymynamejunhwi,Junhwi,SAY MY NAME,11-06-2007,C,C,C,C,A,,Maknae / Support Line,,"""Potencial visível""","""Técnicas principais menos maduras"""
5,idol,saymynamekanny,Kanny,SAY MY NAME,26-12-2005,D,B,B,C,B,,Dance / Performance Focus,,"""Dança de nível elevado para rookie""","""Técnica vocal principal ainda em refinamento"""
5,idol,saymynamemei,Mei,SAY MY NAME,27-09-2005,B,B,D,A,B,,Vocal / Pop Hybrid,,"""Vocais consistentes, bom desempenho de estreia""","""Dança e rap menos exploradas"""
5,idol,saymynameseungjoo,Seungjoo,SAY MY NAME,24-09-2010,B,C,D,C,B,,Maknae / Visual Support,,"""Potencial e presença de grupo""","""Técnica vocal/rap/dança iniciante"""
5,idol,saymynameshuie,Shuie,SAY MY NAME,06-06-2004,D,C,A,C,B,,New Member / Support Hybrid,,"""Boa dança, melhoria visível""","""Técnica vocal principal ainda em crescimento"""
5,idol,saymynamesoha,Soha,SAY MY NAME,26-07-2006,A,B,D,B,A,,Rap / Bright Pop,,"""Rap entrega boa para rookie""","""Técnica vocal principal limitada"""
4,idol,secretnumberdeniseformer,Denise (former),SECRET NUMBER,11-01-2001,A,B,D,B,C,,Vocal / Maknae Support (ex-membro),,"""Boa voz para debut""","""Técnica de dança/rap moderada, saiu em 2022"""
4,idol,secretnumberdinda,Dinda,SECRET NUMBER,22-08-2003,C,C,D,B,B,,Dance / Support Vocal,,"""Dança de nível para rookie""","""Vocais/rap com menos impacto técnico"""
4,idol,secretnumberditaformer,Dita (former),SECRET NUMBER,25-12-1996,B,A,D,A,B,,Dance / Sub Vocal (ex-membro),,"""Dança excelente, desempenho de palco""","""Vocal/rap menos dominantes, não mais ativa no grupo"""
4,idol,secretnumberebin,Ebin,SECRET NUMBER,28-01-2004,D,D,D,D,C,,Main Vocal / Rookie,,"""Vocal líder promissor""","""Dança/rap menos desenvolvidos"""
4,idol,secretnumberjinnyformer,Jinny (former),SECRET NUMBER,20-01-1998,D,B,A,B,C,,Rap / Sub Vocal (ex-membro),,"""Rap de destaque durante participação""","""Menos impacto vocal principal, ex-membro"""
4,idol,secretnumberléaformer,Léa (former),SECRET NUMBER,12-08-1995,D,B,D,C,C,,Lead Vocal / Visual (ex-membro),,"""Vocal forte, visual de impacto""","""Já ex-membro → não está mais em atividade plena"""
4,idol,secretnumberminc,Min C,SECRET NUMBER,21-04-2006,D,D,D,D,C,,Rap / Maknae Focus,,"""Rap de destaque para nova formação""","""Vocais e dança ainda em maturação"""
4,idol,secretnumberminjiformer,Minji (former),SECRET NUMBER,31-03-1999,B,B,D,C,C,,Vocal / Sub Vocal (ex-membro),,"""Vocais estáveis quando ativa""","""Já ex-membro → atividade encerrada"""
4,idol,secretnumbernavi,Navi,SECRET NUMBER,13-04-2003,D,D,D,D,C,,Supporting Vocal / Visual,,"""Potencial visível, presença de grupo crescente""","""Técnica individual ainda em fase inicial"""
4,idol,secretnumbersoodamformer,Soodam (former),SECRET NUMBER,09-11-1999,C,C,D,B,B,,Vocal / Performance Hybrid,,"""Versatilidade como vocal e presença estável""","""Rap linha menos forte"""
4,idol,secretnumberzuuformer,Zuu (former),SECRET NUMBER,24-03-2000,D,C,D,C,C,,Lead Vocal / Dance Hybrid,,"""Boa dança + vocais confiáveis""","""Rap pouco explorado"""
4,idol,soloistchoiyena,Choi Yena,Soloist,29-09-1999,B,B,B,B,B,,Pop Rock / Bright Concept,,"""Performer completa, versátil e carismática, boa rapper melódica""","""Expressividade vocal menos emocional em baladas"""
5,idol,soloistchuu,Chuu,Soloist,20-10-1999,S,B,C,B,B,,Bright Pop / R&B,,"""Timidez vocal natural e carisma genuíno, timbre limpo e potente""","""Coreografias podem parecer suaves demais em conceitos girlcrush"""
4,idol,soloistjeonsomi,Jeon Somi,Soloist,09-03-2001,B,A,C,S,S,,Pop / Hip-hop Fusion,,"""Performer global, carisma forte, domínio total de palco""","""Por vezes, foco maior em imagem do que em técnica vocal pura"""
4,idol,soloistjoyuri,Jo Yuri,Soloist,22-10-2001,S,C,D,B,B,,Vocal Pop / Emotional Ballad,,"""Controle vocal impecável, projeção forte e expressividade acima da média, boa intérprete""","""Performance de palco menos energética em coreografias complexas"""
4,idol,soloistkwoneunbi,Kwon Eunbi,Soloist,27-09-1995,A,A,C,B,A,,Mature Pop / Elegant Concept,,"""Estilo refinado, controle vocal sólido, e consistência em palco""","""Movimentos podem parecer contidos em faixas de alta energia"""
4,idol,soloistleechaeyeon,Lee Chaeyeon,Soloist,11-01-2000,A,S,C,C,C,,Performance / Pop Hip-hop,,"""Uma das dançarinas mais técnicas da 4ª geração, presença poderosa e versátil""","""Voz mais leve, perde projeção em notas agudas longas"""
5,idol,soloistyves,Yves,Soloist,24-05-1997,B,S,C,B,C,,Art Pop / R&B / Conceptual,,"""Dancer sofisticada e excelente controle corporal, estilo artístico único""","""Faixas mais mainstream reduzem seu impacto"""
4,idol,staycisa,Isa,STAYC,23-01-2002,B,B,D,B,A,,Lead Vocal / Visual,,"""Visual expressivo, vocais competentes""","""Rap/dança técnica menos evidentes"""
4,idol,staycj,J,STAYC,09-12-2004,B,B,A,B,B,,Rap / Maknae / Performance Hybrid,,"""Rap de nível competitivo para posição, presença de palco""","""Técnica vocal principal e dança ainda em fase de refinamento"""
4,idol,staycseeun,Seeun,STAYC,14-06-2003,C,B,D,C,B,,Dance / Support Vocal,,"""Dança de alto nível, presença de palco""","""Vocais principais abaixo de alguns pares"""
4,idol,staycsieun,Sieun,STAYC,01-08-2001,S,B,A,A,B,,Main Vocal / Visual Front,,"""Vocais de altíssimo nível, presença de palco forte""","""Rap praticamente ausente, dança precisa de mais destaque"""
4,idol,staycsumin,Sumin,STAYC,13-03-2001,B,B,C,C,B,,Leader / Vocal-Rapper Hybrid,,"""Boa estabilidade vocal + entrega de rap suportada""","""Técnica de dança de elite ainda pode evoluir"""
4,idol,staycyoon,Yoon,STAYC,14-04-2004,A,B,D,B,A,,Lead Vocal / Maknae,,"""Visual e presença interessante""","""Técnica vocal principal/modulo de rap/dança precisa melhorar"""
4,idol,tri.behyunbin,Hyunbin,TRI.BE,26-05-2004,C,A,A,B,C,,Girl Crush / Energetic Pop,,"""Boa rapper e dançarina, ótima presença de palco""","""Técnica vocal inconsistente em performances ao vivo"""
4,idol,tri.bejia,Jia,TRI.BE,30-07-2005,B,B,D,C,B,,Girl Crush / Energetic Pop,,"""Movimentos limpos e boa sincronia, carisma natural""","""Falta projeção vocal, timidez em câmeras centrais"""
4,idol,tri.bejinhaformer,Jinha (former),TRI.BE,21-11-2003,A,B,D,C,B,,Girl Crush / Energetic Pop,,"""Voz suave, muito estável, contribui para o equilíbrio sonoro do grupo""","""Pouca energia dançante comparada às outras"""
4,idol,tri.bekelly,Kelly,TRI.BE,16-01-2002,B,B,D,B,A,,Girl Crush / Energetic Pop,,"""Excelente presença e expressão facial, sólida técnica de dança""","""Timbre vocal limitado, pouco destaque em partes principais"""
4,idol,tri.bemire,Mire,TRI.BE,26-03-2006,B,A,A,A,B,,Girl Crush / Energetic Pop,,"""Boa energia, destaque natural no palco, dança precisa""","""Falta de controle respiratório em partes rápidas"""
4,idol,tri.besoeun,Soeun,TRI.BE,10-12-2005,C,B,B,C,C,,Girl Crush / Energetic Pop,,"""Muito estável em vocais, boa conexão com a plateia""","""Falta versatilidade em conceitos mais intensos"""
4,idol,tri.besongsun,Songsun,TRI.BE,22-03-1997,A,B,D,B,B,,Girl Crush / Energetic Pop,,"""Estável e refinada no palco, timbre doce com boa projeção, grande controle corporal""","""Falta impacto vocal em notas agudas potentes"""
5,idol,tripleschaewon,Chaewon,tripleS,02-05-2007,B,B,D,B,B,,Support / Visual (±),,"""Visual forte, contribuições seguras em formações""","""Poucas linhas , pouca exposição solo → nota conservadora"""
5,idol,tripleschaeyeon,Chaeyeon,tripleS,04-12-2004,B,B,D,A,A,,Sub-Vocal / Visual,,"""Entonação estável e presença refinada , boa em partes melódicas""","""Em climas muito altos pode perder ligeira potência"""
5,idol,triplesdahyun,Dahyun,tripleS,08-01-2003,S,B,D,B,B,,Lead Vocal / Emotional line,,"""Entrega emotiva e afinação exemplar nas lives, ótimo controle dinâmico""","""Dança deliberadamente contida pelo concept, menor exposição de solo"""
5,idol,tripleshayeon,Hayeon,tripleS,01-08-2007,B,B,C,B,B,,Support / Dance (±),,"""Entrosamento no grupo, presença correta""","""Dados de solo escassos, rank provisório"""
5,idol,tripleshyerin,Hyerin,tripleS,12-04-2007,B,S,D,B,B,,Dance / Rap support,,"""Ritmo e sincronização, preza a musicalidade no fraseado""","""Não sai muito do formato de suporte, menos solo"""
5,idol,triplesjiwoo,Jiwoo,tripleS,24-10-2005,A,B,D,B,C,,Main Dancer / Performance,,"""Marca de dança forte, excelente leitura rítmica e presença de palco""","""Runs vocais longos menos frequentes no setlist — menos oportunidade de brilhar vocalmente"""
5,idol,triplesjiyeon,Jiyeon,tripleS,13-02-2004,B,B,D,B,A,,All-round / Support,,"""Bom suporte vocal, posição segura em formações, presença consistente""","""Falta destaque solo que mostre mais amplitude vocal"""
5,idol,triplesjoobin,Joobin,tripleS,16-01-2009,B,C,D,C,C,,Support / Dance (±),,"""Integra bem as coreografias, presença regular""","""Pouca exposição → nota provisória"""
5,idol,tripleskaede,Kaede,tripleS,20-12-2005,A,S,D,B,B,,Main Dancer / Sub-Vocal,,"""Timing e precisão em dança, funciona bem em passagens sincronizadas""","""Range vocal menos explorado nas stages, pouco solo"""
5,idol,tripleskotone,Kotone,tripleS,10-03-2004,B,A,B,B,B,,Dance / Visual,,"""Execução coreográfica consistente, ótima leitura de câmera, muito limpa ao vivo""","""Alcance vocal em registros graves/baixos ligeiramente restrito"""
5,idol,tripleskwakyeonji,Kwak Yeonji,tripleS,08-01-2008,C,B,D,B,B,,Dance / All-round,,"""Energia coreográfica alta, transições e expressão bem resolvidas""","""Afinação sob fadiga tem pequenos vacilos (observados em uma stage)"""
5,idol,tripleslynn,Lynn,tripleS,12-04-2006,C,A,C,C,B,,Sub-Vocal / Visual,,"""Vocais limpos, boa estabilidade em letras, presença visual elegante""","""Energia de palco às vezes mais reservada, coreos mais simples"""
5,idol,triplesmayu,Mayu,tripleS,12-05-2002,A,B,D,B,B,,Sub-Vocal / Dance,,"""Leitura rítmica segura, contribui bem a harmonias""","""Projeção e alcance ainda moderados nas stages"""
5,idol,triplesnakyoung,Nakyoung,tripleS,13-10-2002,B,S,B,A,B,,Sub-Vocal / Visual,,"""Afinação segura, entrega consistente nas bridges, boa presença em câmeras""","""Pouca explosão nos clímaxes, presença de center limitada"""
5,idol,triplesnien,Nien,tripleS,02-06-2003,B,B,D,C,A,,Lead Vocal / Support,,"""Melhora perceptível em projeção e estabilidade, performa bem em harmonias""","""Movimentos coreográficos às vezes mais robustos que fluidos"""
5,idol,triplesseoah,SeoAh,tripleS,11-06-2010,B,B,D,C,B,,Support / Visual,,"""Cumpre bem as linhas atribuídas, boa conexão visual""","""Menos destaque solo, rank conservador"""
5,idol,triplesseoyeon,Seoyeon,tripleS,06-08-2003,B,B,D,S,A,,Main Vocal / Center,,"""Controle de fraseado, sustain e presença de câmera, segura os momentos-chave da era""","""Em alguns cortes, expressão estática, pouca ênfase em dança intensa"""
5,idol,triplesshion,Shion,tripleS,03-04-2006,A,B,D,C,B,,Support / Visual (±),,"""Visual expressivo, suporte de performance estável""","""Poucas lines na era → dados limitados (±)"""
5,idol,triplessohyun,Sohyun,tripleS,13-10-2002,B,B,B,A,A,,Dance / Support,,"""Excelente sincronização e limpeza em group-dance, confiável na execução""","""Voz de apoio, poucas linhas solo para destacar"""
5,idol,triplessoomin,Soomin,tripleS,03-10-2007,B,B,C,B,A,,Support / Rap/Vocal (±),,"""Performance de grupo limpa, suporte em harmonias""","""Pouca exposição solo, avaliado conservativamente"""
5,idol,triplessullin,Sullin,tripleS,30-11-2006,D,C,D,D,B,,Support / Dance (±),,"""Participação de grupo consistente, execução de formação""","""Exposição limitada em stages, dados de solo escassos (±)"""
5,idol,triplesxinyu,Xinyu,tripleS,25-05-2002,C,B,D,B,S,,Visual / Sub-Vocal,,"""Grande impacto visual e estabilidade vocal nas partes atribuídas""","""Movimentos coreográficos menos agressivos, projeção variável"""
5,idol,triplesyooyeon,Yooyeon,tripleS,09-02-2001,C,C,C,S,S,,Center/Visual,,"""Visual line forte, estabilidade vocal segura""","""Falta dinamismo nas coreografias"""
5,idol,triplesyubin,Yubin,tripleS,03-02-2005,B,A,D,A,B,,Sub-Vocal / Support,,"""Entrega limpinha nas linhas que tem, presença de apoio sólida""","""Ainda em crescimento para carregar solos longos"""
5,idol,uniselisia,Elisia,UNIS,18-04-2009,S,B,D,C,C,,Main Vocal / International Focus,,"""Vocais bons, apelo global, filiprima""","""Dança e rap menos marcantes"""
5,idol,unisgehlee,Gehlee,UNIS,19-08-2007,B,B,D,C,B,,Visual / Sub Vocal,,"""Visual de destaque, boa versatilidade, filiprima""","""Técnica de rap/vocal principal menos refinada"""
5,idol,unishyeonju,Hyeonju,UNIS,03-11-2001,A,B,D,B,B,,Leader / Vocal Focus,,"""Líder com presença de palco, vocal estável""","""Dança/rap menos dominantes"""
5,idol,uniskotoko,Kotoko,UNIS,28-10-2007,B,B,C,A,C,,Rap / Supporting Line,,"""Potencial de rap/performances""","""Técnica geral menos desenvolvida"""
5,idol,unisnana,Nana,UNIS,06-06-2007,B,B,D,B,B,,Main Dancer / Sub Vocal,,"""Excelente em dança, presença forte""","""Vocais principais ainda em desenvolvimento"""
5,idol,unisseowon,Seowon,UNIS,27-01-2011,S,B,D,B,B,,Maknae / Supporting Vocal,,"""Potencial visível para crescimento""","""Técnica global ainda emergente"""
5,idol,unisyoona,Yoona,UNIS,07-10-2009,B,B,B,C,B,,Rap / Dance Focus / Youth Pop,,"""Rap de destaque relativo para o grupo""","""Vocal principal e presença de centro menos definidas"""
5,idol,unisyunha,Yunha,UNIS,28-02-2009,B,B,D,B,B,,Lead Vocal / Dance Hybrid,,"""Vocal de qualidade, dance de suporte""","""Rap linha moderada"""
5,idol,uspeerchaena,Chaena,USPEER,08-06-2009,B,B,D,C,C,,Visual / Supporting Line,,"""Visual forte, presença nos frames""","""Técnica vocal/rap/dança menos refinada"""
5,idol,uspeerdaon,Daon,USPEER,07-07-2008,C,C,D,C,B,,Vocal / Pop Hybrid,,"""Vocais bons, presença estável""","""Dança/rap ainda em desenvolvimento"""
5,idol,uspeerroa,Roa,USPEER,28-10-2009,A,B,D,B,B,,Maknae / Support,,"""Potencial visível para rookie""","""Técnica global ainda emergente"""
5,idol,uspeerseoyu,Seoyu,USPEER,26-11-2007,C,A,C,B,B,,Main Dancer / Performance Focus,,"""Dança de nível elevado para rookie""","""Vocais principais e rap linha média"""
5,idol,uspeersian,Sian,USPEER,18-08-2007,A,B,D,A,B,,Lead Vocal / Youth Pop,,"""Vocais de qualidade, presença promissora""","""Ainda desenvolver dança/rap de alto impacto"""
5,idol,uspeersoee,Soee,USPEER,11-03-2007,C,B,D,B,B,,Vocal / Support,,"""Vocais sólidos para rookie""","""Dança/rap menos destacados"""
5,idol,uspeeryeowon,Yeowon (former),USPEER,10-04-2006,D,B,C,D,C,,Leader / Rap & Performance,,"""Rap forte, dança de nível alto, liderança visível""","""Técnica vocal principal ainda em desenvolvimento"""
5,idol,vivizeunha,Eunha,VIVIZ,30-05-1997,A,A,D,B,A,,Main Vocal / Elegant Pop,,"""Técnica vocal de destaque, controle refinado""","""Dança ligeiramente menos dominante"""
5,idol,vivizsinb,SinB,VIVIZ,03-06-1998,B,S,C,B,B,,Main Dancer / Vocal & Performance,,"""Execução de dança de elite, presença de palco forte""","""Técnica vocal mais moderada comparada à especialização"""
5,idol,vivizumji,Umji,VIVIZ,19-08-1998,B,A,D,B,B,,Lead Vocal / Visual,,"""Visual de impacto, versatilidade vocal-dança""","""Rap/flow menos explorado"""
5,idol,vvupjiyoon,Jiyoon,VVUP,15-07-2008,C,C,D,C,B,,Maknae / Rookie Support,,"""Potencial visível, presença de grupo""","""Técnica geral ainda emergente"""
5,idol,vvupkim,Kim,VVUP,03-06-2006,A,B,D,A,B,,Main Vocal / International Pop,,"""Vocais fortes, presença promissora""","""Rap e dança técnica ainda em crescimento"""
5,idol,vvuppaan,Paan,VVUP,22-06-2006,C,B,B,B,C,,Main Dancer / Rap & Performance,,"""Dança de nível elevado, rap de destaque""","""Vocais principais menos distintos"""
5,idol,vvupsuyeon,Suyeon,VVUP,31-03-2007,C,C,C,C,C,,Vocal / Visual / Dance Support,,"""Visual de destaque, boa execução em dança/vocal suporte""","""Rap linha moderada"""
4,idol,weeeklyjaehee,Jaehee,Weeekly,18-03-2004,C,C,D,C,B,,Bright Youth / Refreshing Pop,,"""Visual natural e expressiva, presença cênica gentil""","""Falta impacto vocal e físico"""
4,idol,weeeklyjihan,Jihan,Weeekly,12-07-2004,B,B,D,A,B,,Bright Youth / Refreshing Pop,,"""Visual principal, carisma e gestos controlados, melhora vocal notável""","""Movimentos um pouco contidos em performances fortes"""
4,idol,weeeklyjiyoonformer,Jiyoon (former),Weeekly,02-03-2002,B,C,D,C,C,,Bright Youth / Refreshing Pop,,"""Artista multifuncional, excelente domínio de palco e expressão""","""Falta consistência respiratória em vocais vivos"""
4,idol,weeeklymonday,Monday,Weeekly,10-05-2002,S,A,B,B,C,,Bright Youth / Refreshing Pop,,"""Main vocal com excelente técnica e projeção, versátil e confiante""","""Expressão facial às vezes contida"""
4,idol,weeeklysoeun,Soeun,Weeekly,26-10-2002,A,A,C,B,C,,Bright Youth / Refreshing Pop,,"""Equilibrada, ótima coreografia e presença constante no centro""","""Falta destaque individual vocal"""
4,idol,weeeklysoojin,Soojin,Weeekly,12-12-2001,B,A,C,A,A,,Bright Youth / Refreshing Pop,,"""Líder e main dancer, movimentos extremamente limpos e fluidos, presença magnética""","""Vocal mediano em notas altas"""
4,idol,weeeklyzoa,Zoa,Weeekly,31-05-2005,C,B,C,B,A,,Bright Youth / Refreshing Pop,,"""Versátil, rap e dança consistentes, presença marcante em câmera""","""Falta estabilidade vocal sob esforço"""
4,idol,wooahlucy,Lucy,WOOAH,09-04-2004,D,B,A,C,C,,Visual / Supporting Vocal,,"""Visual expressivo, dança de nível para suporte""","""Técnica vocal/rap ainda crescendo"""
4,idol,wooahminseo,Minseo,WOOAH,12-08-2004,A,B,D,B,C,,Maknae / Youth Pop,,"""Potencial visível, presença de grupo""","""Técnica global de topo ainda em fase de construção"""
4,idol,wooahnana,Nana,WOOAH,09-03-2001,B,S,B,S,A,,Leader / All-Rounder,,"""Dança e visual de alto nível, vocal muito estável""","""Rap linha moderada"""
4,idol,wooahsora,Sora,WOOAH,30-08-2003,C,C,D,C,C,,Rap / Dance Hybrid,,"""Rap de destaque, entrega confiável""","""Vocal principal menos marcado"""
4,idol,wooahwooyeon,Wooyeon,WOOAH,11-02-2003,B,C,D,B,A,,Lead Vocal / Performance Focus,,"""Vocais bons, presença forte em palco""","""Coreografia mais básica que a líder"""
5,idol,youngpossedoeun,Doeun,YOUNG POSSE,24-12-2007,C,C,A,C,C,,Vocal / Rap Support / Youth Pop,,"""Estabilidade vocal de suporte, presença visível""","""Técnica de rap/dança ainda menos refinada"""
5,idol,youngpossejiana,Jiana,YOUNG POSSE,02-02-2006,B,C,S,B,B,,Main Vocal / Visual,,"""Vocais promissores, visual forte, apelo internacional""","""Dança/rap linha ainda em aprimoramento"""
5,idol,youngpossejieun,Jieun,YOUNG POSSE,05-11-2009,C,C,A,C,C,,Maknae / Supporting Line,,"""Potencial visível, presença de palco para rookie""","""Técnicas principais (vocal/rap/dança) ainda em fase inicial"""
5,idol,youngpossesunhye,Sunhye,YOUNG POSSE,12-04-2004,C,B,S,B,C,,Leader / Rap-&-Dance Hybrid,,"""Boa presença de palco, rap/dança com desempenho forte""","""Vocais principais ainda em crescimento"""
5,idol,youngposseyeonjung,Yeonjung,YOUNG POSSE,01-09-2004,C,B,S,B,C,,Lead Dancer / Performance Focus,,"""Dança de alto nível, presença fluida no palco""","""Técnica de rap/vocal principal menos destacada"""
